disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Hyperparathyroidism	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hyperparathyroidism	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hyperparathyroidism	Hypocalciuric hypercalcemia	4	4	Endocrine	Endocrine	4
Hyperphenylalaninemia	Phenylketonuria	2	2	Metabolic	Metabolic	2
Hyperproinsulinemia	MODY	1	1	Endocrine	Endocrine	1
Hyperprolinemia	Schizophrenia	3	3	Metabolic	Psychiatric	3
Hyperproreninemia	Renal tubular dysgenesis	1	1	Cardiovascular	Renal	1
Hyperprothrombinemia	Dysprothrombinemia	1	1	Hematological	Hematological	1
Hyperprothrombinemia	Hypoprothrombinemia	1	1	Hematological	Hematological	1
Hypertension	Pseudohypoaldosteronism type I	3	3	Cardiovascular	Endocrine	3
Hypertension	Renal tubular dysgenesis	3	3	Cardiovascular	Renal	3
Hypertension	Preeclampsia	2	2	Cardiovascular	Cardiovascular	2
Hypertension	Renal tubular dysgenesis	2	2	Cardiovascular	Renal	2
Hypertension	Hirschsprung disease	1	1	Cardiovascular	Gastrointestinal	1
Hypertension	Diabetes mellitus	3	3	Cardiovascular	Endocrine	3
Hypertension	Apparent mineralocorticoid excess	2	2	Cardiovascular	Bone	2
Hypertension	Alzheimer disease	1	1	Cardiovascular	Neurological	1
Hypertension	Coronary spasms	1	1	Cardiovascular	Cardiovascular	1
Hypertension	Hypertension	1	1	Cardiovascular	Cardiovascular	1
Hypertension	Placental abruption	1	1	Cardiovascular	Unclassified	1
Hypertension	Alzheimer disease	1	1	Cardiovascular	Neurological	1
Hypertension	Coronary spasms	1	1	Cardiovascular	Cardiovascular	1
Hypertension	Hypertension	1	1	Cardiovascular	Cardiovascular	1
Hypertension	Placental abruption	1	1	Cardiovascular	Unclassified	1
Hyperthroidism	Hypothyroidism	1	1	Endocrine	Endocrine	1
Hyperthroidism	Hypothyroidism	1	1	Endocrine	Endocrine	1
Hyperthroidism	Thyroid adenoma	1	1	Endocrine	Cancer	1
Hyperthyroidism	Goiter	2	2	Endocrine	Endocrine	2
Hyperthyroidism	Thyroid hormone organification defect IIA	2	2	Endocrine	Endocrine	2
Hyperthyroidism	Total iodide organification defect	2	2	Endocrine	Endocrine	2
Hypertriglyceridemia	Amyloidosis	1	1	Metabolic	Neurological	1
Hypertriglyceridemia	ApoA-I and apoC-III deficiency	1	1	Metabolic	Metabolic	1
Hypertriglyceridemia	Corneal clouding	1	1	Metabolic	Ophthamological	1
Hypertriglyceridemia	Hypoalphalipoproteinemia	1	1	Metabolic	Metabolic	1
Hypertriglyceridemia	Retinitis pigmentosa-1	2	2	Metabolic	Ophthamological	2
Hypertrypsinemia	Congenital bilateral absence of vas deferens	4	4	Gastrointestinal	Unclassified	4
Hypertrypsinemia	Cystic fibrosis	4	4	Gastrointestinal	Respiratory	4
Hypertrypsinemia	Pancreatitis	4	4	Gastrointestinal	Gastrointestinal	4
Hypertrypsinemia	Sweat chloride elevation without CF	4	4	Gastrointestinal	Unclassified	4
Hyperuricemic nephropathy	Medullary cystic kidney disease 2	5	5	Renal	Renal	5
Hypoaldosteronism	Aldosterone to renin ratio raised	1	1	Metabolic	Endocrine	1
Hypoaldosteronism	Hypoaldosteronism	1	1	Metabolic	Metabolic	1
Hypoaldosteronism	Low renin hypertension	1	1	Metabolic	Cardiovascular	1
Hypoaldosteronism	Aldosterone to renin ratio raised	1	1	Metabolic	Endocrine	1
Hypoaldosteronism	Hypoaldosteronism	1	1	Metabolic	Metabolic	1
Hypoaldosteronism	Low renin hypertension	1	1	Metabolic	Cardiovascular	1
Hypoalphalipoproteinemia	Amyloidosis	1	1	Metabolic	Neurological	1
Hypoalphalipoproteinemia	ApoA-I and apoC-III deficiency	1	1	Metabolic	Metabolic	1
Hypoalphalipoproteinemia	Corneal clouding	1	1	Metabolic	Ophthamological	1
Hypoalphalipoproteinemia	Hypertriglyceridemia	1	1	Metabolic	Metabolic	1
Hypobetalipoproteinemia	Abetalipoproteinemia	2	2	Metabolic	Metabolic	2
Hypobetalipoproteinemia	Hypercholesterolemia	2	2	Metabolic	Metabolic	2
Hypocalcemia	Hyperparathyroidism	4	4	Endocrine	Endocrine	4
Hypocalcemia	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hypocalcemia	Hypocalciuric hypercalcemia	4	4	Endocrine	Endocrine	4
Hypocalcemia	Hyperparathyroidism	4	4	Endocrine	Endocrine	4
Hypocalcemia	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hypocalcemia	Hypocalciuric hypercalcemia	4	4	Endocrine	Endocrine	4
Hypocalciuric hypercalcemia	Hyperparathyroidism	4	4	Endocrine	Endocrine	4
Hypocalciuric hypercalcemia	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hypocalciuric hypercalcemia	Hypocalcemia	4	4	Endocrine	Endocrine	4
Hypoceruloplasminemia	Cerebellar ataxia	1	1	Metabolic	Neurological	1
Hypoceruloplasminemia	Hemosiderosis	1	1	Metabolic	Hematological	1
Hypochondroplasia	Achondroplasia	2	2	Skeletal	Skeletal	2
Hypochondroplasia	Bladder cancer	2	2	Skeletal	Cancer	2
Hypochondroplasia	Cervical cancer	2	2	Skeletal	Cancer	2
Hypochondroplasia	Colorectal cancer	2	2	Skeletal	Cancer	2
Hypochondroplasia	Crouzon syndrome with acanthosis nigricans	2	2	Skeletal	Skeletal	2
Hypochondroplasia	Muenke syndrome	2	2	Skeletal	Skeletal	2
Hypochondroplasia	Thanatophoric dysplasia	2	2	Skeletal	Skeletal	2
Hypochromic microcytic anemia	Erythrocytosis	1	1	Hematological	Hematological	1
Hypochromic microcytic anemia	Heinz body anemia	1	1	Hematological	Hematological	1
Hypochromic microcytic anemia	Hemoglobin H disease	1	1	Hematological	Hematological	1
Hypochromic microcytic anemia	Thalassemia	1	1	Hematological	Hematological	1
Hypodontia	Oligodontia	1	1	Skeletal	Skeletal	1
Hypodontia	Cleft lip/palate	4	4	Skeletal	Developmental	4
Hypodontia	Hypodontia with orofacial cleft	4	4	Skeletal	Skeletal	4
Hypodontia	Witkop syndrome	4	4	Skeletal	Developmental	4
Hypodontia with orofacial cleft	Cleft lip/palate	4	4	Skeletal	Developmental	4
Hypodontia with orofacial cleft	Hypodontia	4	4	Skeletal	Skeletal	4
Hypodontia with orofacial cleft	Witkop syndrome	4	4	Skeletal	Developmental	4
Hypofibrinogenemia	Dysfibrinogenemia	1	1	Hematological	Hematological	1
Hypofibrinogenemia	Thrombophilia	1	1	Hematological	Hematological	1
Hypoglycemia of infancy	Diabetes mellitus	4	4	Metabolic	Endocrine	4
Hypoglycemia of infancy	Diabetes mellitus	4	3	Metabolic	Endocrine	1
Hypoglycemia of infancy	Diabetes	4	3	Metabolic	Endocrine	1
Hypoglycemia of infancy	Hypoglycemia of infancy	4	4	Metabolic	Metabolic	4
Hypoglycemia of infancy	Persistent hyperinsulinemic hypoglycemia of infancy	4	3	Metabolic	Metabolic	1
Hypoglycemia of infancy	Diabetes mellitus	4	4	Metabolic	Endocrine	4
Hypoglycemia of infancy	Diabetes mellitus	4	3	Metabolic	Endocrine	1
Hypoglycemia of infancy	Diabetes	4	3	Metabolic	Endocrine	1
Hypoglycemia of infancy	Hypoglycemia of infancy	4	4	Metabolic	Metabolic	4
Hypoglycemia of infancy	Persistent hyperinsulinemic hypoglycemia of infancy	4	3	Metabolic	Metabolic	1
Hypogonadotropic hypogonadism	Fertile eunuch syndrome	2	2	Endocrine	Endocrine	2
Hypogonadotropic hypogonadism	Leydig cell adenoma	1	1	Endocrine	Cancer	1
Hypogonadotropic hypogonadism	Micropenis	1	1	Endocrine	Renal	1
Hypogonadotropic hypogonadism	Precocious puberty	1	1	Endocrine	Developmental	1
Hypogonadotropic hypogonadism	Pseudohermaphroditism	1	1	Endocrine	Developmental	1
Hypohaptoglobinemia	Anhaptoglobinemia	1	1	Hematological	Hematological	1
Hypokalemic periodic paralysis	Malignant hyperthermia susceptibility 5	3	3	Renal	Neurological	3
Hypokalemic periodic paralysis	Thyrotoxic periodic paralysis	3	3	Renal	Endocrine	3
Hypokalemic periodic paralysis	Cramps	3	3	Renal	Muscular	3
Hypokalemic periodic paralysis	Hyperkalemic periodic paralysis	3	3	Renal	Neurological	3
Hypokalemic periodic paralysis	Myasthenic syndrome	3	3	Renal	Muscular	3
Hypokalemic periodic paralysis	Myotonia congenita	3	3	Renal	Muscular	3
Hypokalemic periodic paralysis	Paramyotonia congenita	3	3	Renal	Muscular	3
Hypolactasia	Tall stature	1	1	Metabolic	Skeletal	1
Hypoparathyroidism	Hypoparathyroidism	1	1	Endocrine	Endocrine	1
Hypoparathyroidism	Hypoparathyroidism	1	1	Endocrine	Endocrine	1
Hypoparathyroidism-retardation-dysmorphism syndrome	Kenny-Caffey syndrome-1	4	4	Endocrine	multiple	4
Hypophosphatasia	Hypophosphatasia	3	3	Metabolic	Metabolic	3
Hypophosphatasia	Odontohypophosphatasia	3	3	Metabolic	Bone	3
Hypophosphatasia	Hypophosphatasia	3	3	Metabolic	Metabolic	3
Hypophosphatasia	Odontohypophosphatasia	3	3	Metabolic	Bone	3
Hypophosphatemia	Dent disease	4	4	Metabolic	Renal	4
Hypophosphatemia	Dent syndrome	4	4	Metabolic	Renal	1
Hypophosphatemia	Lowe syndrome	4	4	Metabolic	Metabolic	1
Hypophosphatemia	Nephrolithiasis	4	4	Metabolic	Renal	4
Hypophosphatemia	Proteinuria	4	4	Metabolic	Renal	4
Hypophosphatemic rickets	Calcinosis	4	4	Bone	Bone	4
Hypophosphatemic rickets	Diabetes insipidus	4	4	Bone	Endocrine	1
Hypophosphatemic rickets	Nephrogenic syndrome of inappropriate antidiuresis	4	4	Bone	Renal	1
Hypoplastic enamel pitting	Amelogenesis imperfecta 2	1	1	Connective tissue	Bone	1
Hypoplastic enamel pitting	Amelogenesis imperfecta	1	1	Connective tissue	Bone	1
Hypoplastic left heart syndrome	Atrioventricular septal defect	5	5	Cardiovascular	Cardiovascular	5
Hypoplastic left heart syndrome	Oculodentodigital dysplasia	5	5	Cardiovascular	Skeletal	5
Hypoplastic left heart syndrome	Syndactyly	5	5	Cardiovascular	Skeletal	5
Hypoprothrombinemia	Dysprothrombinemia	1	1	Hematological	Hematological	1
Hypoprothrombinemia	Hyperprothrombinemia	1	1	Hematological	Hematological	1
Hypothyroidism	Graves disease	1	1	Endocrine	Endocrine	1
Hypothyroidism	Hyperthroidism	1	1	Endocrine	Endocrine	1
Hypothyroidism	Hypothyroidism	1	1	Endocrine	Endocrine	1
Hypothyroidism	Thyroid adenoma	1	1	Endocrine	Cancer	1
Hypothyroidism	Autoimmune thyroid disease	2	2	Endocrine	Endocrine	2
Hypothyroidism	Goiter	2	2	Endocrine	Endocrine	2
Hypothyroidism	Hyperthroidism	1	1	Endocrine	Endocrine	1
Hypothyroidism	Hypothyroidism	1	1	Endocrine	Endocrine	1
Hypothyroidism	Thyroid adenoma	1	1	Endocrine	Cancer	1
Hystrix-like ichthyosis with deafness	Bart-Pumphrey syndrome	7	7	multiple	multiple	7
Hystrix-like ichthyosis with deafness	Deafness	7	7	multiple	Ear,Nose,Throat	7
Hystrix-like ichthyosis with deafness	Deafness	7	5	multiple	Ear,Nose,Throat	1
Hystrix-like ichthyosis with deafness	Deafness	7	7	multiple	Ear,Nose,Throat	7
Hystrix-like ichthyosis with deafness	Deafness	7	5	multiple	Ear,Nose,Throat	1
Hystrix-like ichthyosis with deafness	Ectodermal dysplasia 2	7	5	multiple	Dermatological	1
Hystrix-like ichthyosis with deafness	Keratitis-ichthyosis-deafness syndrome	7	7	multiple	multiple	7
Hystrix-like ichthyosis with deafness	Keratoderma	7	7	multiple	Dermatological	7
Hystrix-like ichthyosis with deafness	Vohwinkel syndrome	7	7	multiple	multiple	7
Ichthyosiform erythroderma	Ichthyosis	3	3	Dermatological	Dermatological	3
Ichthyosiform erythroderma	Self-healing collodion baby	3	3	Dermatological	Dermatological	3
Ichthyosis	Epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Ichthyosis	Nevus	1	1	Dermatological	Dermatological	1
Ichthyosis	Ichthyosis	3	3	Dermatological	Dermatological	3
Ichthyosis histrix	Cyclic ichthyosis with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Ichthyosis histrix	Epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Ichthyosis histrix	Keratosis palmoplantaria striata	1	1	Dermatological	Dermatological	1
Ichthyosis histrix	Keratosis palmoplantaris striata III	1	1	Dermatological	Dermatological	1
Ichthyosis histrix	Unna-Thost disease	1	1	Dermatological	Dermatological	1
Ichthyosis	Ichthyosis	3	3	Dermatological	Dermatological	3
Ichthyosis	Ichthyosiform erythroderma	3	3	Dermatological	Dermatological	3
Ichthyosis	Self-healing collodion baby	3	3	Dermatological	Dermatological	3
Ichthyosis	Placental steroid sulfatase deficiency	4	4	Dermatological	Metabolic	4
IgE levels QTL	Asthma	2	2	Immunological	Respiratory	2
Immunodysregulation	Diabetes mellitus	5	5	multiple	Endocrine	5
Inclusion body myopathy	Nonaka myopathy	5	5	Muscular	Muscular	5
Inclusion body myopathy	Sialuria	5	5	Muscular	Metabolic	5
Incontinentia pigmenti	Ectodermal dysplasia	4	4	Dermatological	Dermatological	4
Incontinentia pigmenti	Ectodermal dysplasia	4	4	Dermatological	Dermatological	4
Infantile spasm syndrome	Lissencephaly	6	6	Neurological	Neurological	6
Infantile spasm syndrome	Mental retardation	6	6	Neurological	Neurological	6
Infantile spasm syndrome	Mental retardation	6	6	Neurological	Neurological	6
Infantile spasm syndrome	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6
Infantile spasm syndrome	Partington syndrome	6	6	Neurological	Neurological	6
Infantile spasm syndrome	Proud syndrome	6	6	Neurological	multiple	6
Infundibular hypoplasia and hypopituitarism	Mental retardation	2	2	Endocrine	Neurological	2
Insensitivity to pain	Medullary thyroid carcinoma	3	3	Neurological	Cancer	3
Insomnia	Creutzfeldt-Jakob disease	2	2	Psychiatric	Neurological	2
Insomnia	Gerstmann-Straussler disease	2	2	Psychiatric	Neurological	2
Insomnia	Huntington disease-like 1	2	2	Psychiatric	Neurological	2
Insomnia	Prion disease with protracted course	2	2	Psychiatric	Neurological	2
Insulin resistance	Diabetes mellitus	3	3	Metabolic	Endocrine	3
Insulin resistance	Glioblastoma	3	3	Metabolic	Cancer	3
Insulin resistance	Lipodystrophy	3	3	Metabolic	Metabolic	3
Insulin resistance	Obesity	3	3	Metabolic	Nutritional	3
Insulin resistance	Obesity	3	3	Metabolic	Nutritional	3
Intervertebral disc disease	Epiphyseal dysplasia	2	2	Neurological	Bone	2
Intervertebral disc disease	Epiphyseal dysplasia	3	3	Neurological	Bone	3
Intervertebral disc disease	Epiphyseal dysplasia	3	3	Neurological	Bone	3
Iridogoniodysgenesis	Anterior segment mesenchymal dysgenesis	3	3	Ophthamological	Ophthamological	3
Iridogoniodysgenesis	Axenfeld anomaly	3	3	Ophthamological	Ophthamological	3
Iridogoniodysgenesis	Iris hypoplasia and glaucoma	3	3	Ophthamological	Ophthamological	3
Iridogoniodysgenesis	Rieger anomaly	3	3	Ophthamological	multiple	3
Iridogoniodysgenesis syndrome-2	Rieger syndrome	5	5	Ophthamological	multiple	5
Iridogoniodysgenesis syndrome-2	Ring dermoid of cornea	5	5	Ophthamological	Ophthamological	5
Iris hypoplasia and glaucoma	Anterior segment mesenchymal dysgenesis	3	3	Ophthamological	Ophthamological	3
Iris hypoplasia and glaucoma	Axenfeld anomaly	3	3	Ophthamological	Ophthamological	3
Iris hypoplasia and glaucoma	Iridogoniodysgenesis	3	3	Ophthamological	Ophthamological	3
Iris hypoplasia and glaucoma	Rieger anomaly	3	3	Ophthamological	multiple	3
Iron deficiency anemia	Atransferrinemia	1	1	Hematological	Hematological	1
Jackson-Weiss syndrome	Kallmann syndrome 2	3	3	Skeletal	multiple	3
Jackson-Weiss syndrome	Pfeiffer syndrome	3	3	Skeletal	Skeletal	3
Jackson-Weiss syndrome	Apert syndrome	4	4	Skeletal	Connective tissue	4
Jackson-Weiss syndrome	Beare-Stevenson cutis gyrata syndrome	4	4	Skeletal	multiple	4
Jackson-Weiss syndrome	Craniofacial-skeletal-dermatologic dysplasia	4	4	Skeletal	multiple	4
Jackson-Weiss syndrome	Craniosynostosis	4	4	Skeletal	Skeletal	4
Jackson-Weiss syndrome	Crouzon syndrome	4	4	Skeletal	Skeletal	4
Jackson-Weiss syndrome	Gastric cancer	4	4	Skeletal	Cancer	4
Jackson-Weiss syndrome	Pfeiffer syndrome	4	4	Skeletal	Skeletal	4
Jackson-Weiss syndrome	Saethre-Chotzen syndrome	4	4	Skeletal	Developmental	4
Jensen syndrome	Deafness	5	5	Neurological	Ear,Nose,Throat	5
Jensen syndrome	Mohr-Tranebjaerg syndrome	5	5	Neurological	Neurological	5
Jervell and Lange-Nielsen syndrome	Long QT syndrome-5	3	3	multiple	Cardiovascular	3
Jervell and Lange-Nielsen syndrome	Atrial fibrillation	5	5	multiple	Cardiovascular	5
Jervell and Lange-Nielsen syndrome	Long QT syndrome-1	5	5	multiple	Cardiovascular	5
Joubert syndrome	Nephronophthisis	3	3	multiple	Renal	3
Joubert syndrome	Senior-Loken syndrome-1	3	3	multiple	Renal	3
Juberg-Marsidi syndrome	Alpha-thalassemia/mental retardation syndrome	5	5	multiple	Hematological	5
Juberg-Marsidi syndrome	Alpha-thalassemia myelodysplasia syndrome	5	5	multiple	Hematological	5
Juberg-Marsidi syndrome	Chudley-Lowry syndrome	5	5	multiple	multiple	5
Juberg-Marsidi syndrome	Renpenning syndrome	5	7	multiple	Neurological	2
Juberg-Marsidi syndrome	Smith-Fineman-Myers syndrome	5	5	multiple	multiple	5
Juberg-Marsidi syndrome	Sutherland-Haan syndrome-like	5	5	multiple	multiple	5
Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	Pancreatic cancer	4	4	Cancer	Cancer	4
Juvenile polyposis/hereditary hemorrhagic telangiectasia syndrome	Polyposis	4	4	Cancer	Cancer	4
Kallmann syndrome 2	Jackson-Weiss syndrome	3	3	multiple	Skeletal	3
Kallmann syndrome 2	Pfeiffer syndrome	3	3	multiple	Skeletal	3
Kallmann syndrome	Bardet-Biedl syndrome 6	3	5	multiple	multiple	1
Kallmann syndrome	McKusick-Kaufman syndrome	3	5	multiple	Developmental	1
Kanzaki disease	Schindler disease	1	1	Metabolic	Metabolic	1
Kanzaki disease	Schindler disease	1	1	Metabolic	Metabolic	1
Kartagener syndrome	Situs inversus viscerum	2	2	multiple	Developmental	2
Kartagener syndrome	Ciliary dyskinesia	4	4	multiple	Respiratory	1
Kartagener syndrome	Ciliary dyskinesia	4	4	multiple	Respiratory	4
Kartagener syndrome	Ciliary dyskinesia	4	4	multiple	Respiratory	4
Kartagener syndrome	Ciliary dyskinesia	4	4	multiple	Respiratory	1
Kenny-Caffey syndrome-1	Hypoparathyroidism-retardation-dysmorphism syndrome	4	4	multiple	Endocrine	4
Keratitis	Aniridia	3	3	Ophthamological	Ophthamological	3
Keratitis	Cataract	3	3	Ophthamological	Ophthamological	3
Keratitis	Coloboma	3	3	Ophthamological	Ophthamological	3
Keratitis	Ectopia pupillae	3	3	Ophthamological	Ophthamological	3
Keratitis	Eye anomalies	3	3	Ophthamological	Ophthamological	3
Keratitis	Foveal hypoplasia	3	3	Ophthamological	Ophthamological	3
Keratitis	Morning glory disc anomaly	3	3	Ophthamological	Skeletal	3
Keratitis	Optic nerve hypoplasia/aplasia	3	3	Ophthamological	Ophthamological	3
Keratitis	Peters anomaly	3	3	Ophthamological	Developmental	3
Keratitis-ichthyosis-deafness syndrome	Bart-Pumphrey syndrome	7	7	multiple	multiple	7
Keratitis-ichthyosis-deafness syndrome	Deafness	7	7	multiple	Ear,Nose,Throat	7
Keratitis-ichthyosis-deafness syndrome	Deafness	7	5	multiple	Ear,Nose,Throat	1
Keratitis-ichthyosis-deafness syndrome	Deafness	7	7	multiple	Ear,Nose,Throat	7
Keratitis-ichthyosis-deafness syndrome	Deafness	7	5	multiple	Ear,Nose,Throat	1
Keratitis-ichthyosis-deafness syndrome	Ectodermal dysplasia 2	7	5	multiple	Dermatological	1
Keratitis-ichthyosis-deafness syndrome	Hystrix-like ichthyosis with deafness	7	7	multiple	multiple	7
Keratitis-ichthyosis-deafness syndrome	Keratoderma	7	7	multiple	Dermatological	7
Keratitis-ichthyosis-deafness syndrome	Vohwinkel syndrome	7	7	multiple	multiple	7
Keratoconus	Arthropathy	5	3	Ophthamological	Bone	1
Keratoconus	Corneal dystrophy	5	5	Ophthamological	Ophthamological	5
Keratoconus	Craniofacial anomalies	5	5	Ophthamological	multiple	5
Keratoconus	Spondyloepiphyseal dysplasia tarda with progressive arthropathy	5	3	Ophthamological	Skeletal	1
Keratoderma	Bart-Pumphrey syndrome	7	7	Dermatological	multiple	7
Keratoderma	Deafness	7	7	Dermatological	Ear,Nose,Throat	7
Keratoderma	Deafness	7	5	Dermatological	Ear,Nose,Throat	1
Keratoderma	Deafness	7	7	Dermatological	Ear,Nose,Throat	7
Keratoderma	Deafness	7	5	Dermatological	Ear,Nose,Throat	1
Keratoderma	Ectodermal dysplasia 2	7	5	Dermatological	Dermatological	1
Keratoderma	Hystrix-like ichthyosis with deafness	7	7	Dermatological	multiple	7
Keratoderma	Keratitis-ichthyosis-deafness syndrome	7	7	Dermatological	multiple	7
Keratoderma	Vohwinkel syndrome	7	7	Dermatological	multiple	7
Keratosis palmoplantaria striata	Cyclic ichthyosis with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaria striata	Epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaria striata	Ichthyosis histrix	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaria striata	Keratosis palmoplantaris striata III	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaria striata	Unna-Thost disease	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaris striata II	Arrhythmogenic right ventricular dysplasia 8	3	3	Dermatological	Cardiovascular	3
Keratosis palmoplantaris striata II	Dilated cardiomyopathy with woolly hair and keratoderma	3	3	Dermatological	multiple	3
Keratosis palmoplantaris striata II	Epidermolysis bullosa	3	3	Dermatological	Dermatological	3
Keratosis palmoplantaris striata II	Skin fragility-woolly hair syndrome	3	3	Dermatological	Dermatological	3
Keratosis palmoplantaris striata III	Cyclic ichthyosis with epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaris striata III	Epidermolytic hyperkeratosis	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaris striata III	Ichthyosis histrix	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaris striata III	Keratosis palmoplantaria striata	1	1	Dermatological	Dermatological	1
Keratosis palmoplantaris striata III	Unna-Thost disease	1	1	Dermatological	Dermatological	1
Kininogen deficiency	Fitzgerald factor deficiency	1	1	Hematological	Hematological	1
Kininogen deficiency	High-molecular-weight kininogen deficiency	1	1	Hematological	Hematological	1
Kniest dysplasia	Achondrogenesis-hypochondrogenesis	1	1	Skeletal	Bone	1
Kniest dysplasia	Osteoarthrosis	1	1	Skeletal	Connective tissue	1
Kniest dysplasia	SMED Strudwick type	1	1	Skeletal	Skeletal	1
Kniest dysplasia	Stickler syndrome	1	1	Skeletal	multiple	1
Kniest dysplasia	Wagner syndrome	1	1	Skeletal	Ophthamological	1
Langer mesomelic dysplasia	Blood group	4	3	Skeletal	Hematological	1
Langer mesomelic dysplasia	Leri-Weill dyschondrosteosis	4	4	Skeletal	Skeletal	4
Langer mesomelic dysplasia	Short stature	4	4	Skeletal	Skeletal	4
Langer mesomelic dysplasia	Leri-Weill dyschondrosteosis	1	1	Skeletal	Skeletal	1
Langer mesomelic dysplasia	Short stature	1	1	Skeletal	Skeletal	1
Laron dwarfism	Short stature	1	1	Skeletal	Skeletal	1
Laron dwarfism	Short stature	1	1	Skeletal	Skeletal	1
Larson syndrome	Atelostogenesis	3	3	Skeletal	Connective tissue	3
Larson syndrome	Spondylocarpotarsal synostosis syndrome	3	3	Skeletal	Skeletal	3
Laryngoonychocutaneous syndrome	Epidermolysis bullosa	2	2	multiple	Dermatological	2
Laryngoonychocutaneous syndrome	Epidermolysis bullosa	2	2	multiple	Dermatological	2
LCHAD deficiency	Fatty liver	2	2	Metabolic	Metabolic	2
LCHAD deficiency	HELLP syndrome	2	2	Metabolic	Metabolic	2
LCHAD deficiency	Trifunctional protein deficiency	2	2	Metabolic	Metabolic	2
Lead poisoning	Porphyria	1	1	Metabolic	Metabolic	1
Leanness	Obesity	3	3	Nutritional	Nutritional	3
Leber congenital amaurosis	Pigmented paravenous chorioretinal atrophy	2	2	Ophthamological	Ophthamological	2
Leber congenital amaurosis	Retinitis pigmentosa-12	2	2	Ophthamological	Ophthamological	2
Leber congenital amaurosis	Cone dystrophy-1	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Cone-rod dystrophy	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Cone-rod retinal dystrophy-2	3	3	Ophthamological	Ophthamological	3
Leber congenital amaurosis	Macular degeneration	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Retinitis pigmentosa-3	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Retinitis pigmentosa	3	3	Ophthamological	Ophthamological	3
Leber congenital amaurosis	Retinitis pigmentosa	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Retinitis pigmentosa	3	5	Ophthamological	Ophthamological	1
Leber congenital amaurosis	Cone-rod dystrophy 9	3	3	Ophthamological	Ophthamological	3
Leber congenital amaurosis-2	Retinitis pigmentosa-20	2	2	Ophthamological	Ophthamological	2
Leber congenital amaurosis	Cone-rod dystrophy	2	2	Ophthamological	Ophthamological	2
Leber congenital amaurosis	Retinitis pigmentosa	2	2	Ophthamological	Ophthamological	2
Leber congenital amaurosis	Cone-rod dystrophy 6	4	4	Ophthamological	Ophthamological	4
Left ventricular noncompaction	Left ventricular noncompaction with congenital heart defects	4	4	Cardiovascular	Cardiovascular	4
Left ventricular noncompaction with congenital heart defects	Left ventricular noncompaction	4	4	Cardiovascular	Cardiovascular	4
Leigh syndrome	GRACILE syndrome	3	3	Neurological	Metabolic	3
Leigh syndrome	Mitochondrial complex III deficiency	3	3	Neurological	multiple	3
Leigh syndrome	Leukocyte adhesion deficiency	3	4	Neurological	Immunological	1
Leigh syndrome	Maple syrup urine disease	3	3	Neurological	Metabolic	3
Leigh syndrome	Mitochondrial complex I deficiency	2	2	Neurological	multiple	2
Leigh syndrome	Alexander disease	2	2	Neurological	multiple	2
Leigh syndrome	Mitochondrial complex I deficiency	2	2	Neurological	multiple	2
Leigh syndrome	Mitochondrial respiratory chain complex II deficiency	3	3	Neurological	multiple	3
Leigh syndrome due to cytochrome c oxidase deficiency	Cardiomyopathy	1	1	Neurological	Cardiovascular	1
Leigh syndrome	Pyruvate dehydrogenase deficiency	2	2	Neurological	Metabolic	2
Leiomyomatosis and renal cell cancer	Fumarase deficiency	1	1	Cancer	Metabolic	1
Leiomyomatosis and renal cell cancer	Multiple cutaneous and uterine leiomyomata	1	1	Cancer	Cancer	1
Leopard syndrome	Leukemia	4	4	multiple	Cancer	4
Leopard syndrome	Noonan syndrome 1	4	4	multiple	Developmental	4
Leprechaunism	Diabetes mellitus	1	1	Developmental	Endocrine	1
Leprechaunism	Rabson-Mendenhall syndrome	1	1	Developmental	multiple	1
Leprosy	Adenocarcinoma of lung	3	3	Immunological	Cancer	3
Leprosy	Adenocarcinoma	3	3	Immunological	Cancer	3
Leprosy	Parkinson disease	3	3	Immunological	Neurological	3
