disorder1	disorder2	ngenes1	ngenes2	class1	class2	ncommon_genes 
Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	Lymphedema, hereditary II	3	3	Hematological	Hematological	3
Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	Yellow nail syndrome	3	3	Hematological	Immunological	3
Lymphedema, hereditary I	Hemangioma, capillary infantile, somatic	3	3	Hematological	Cancer	3
Lymphedema, hereditary II	Lymphedema and ptosis	3	3	Hematological	Hematological	3
Lymphedema, hereditary II	Lymphedema-distichiasis syndrome	3	3	Hematological	Hematological	3
Lymphedema, hereditary II	Lymphedema-distichiasis syndrome with renal disease and diabetes mellitus	3	3	Hematological	Hematological	3
Lymphedema, hereditary II	Yellow nail syndrome	3	3	Hematological	Immunological	3
Lymphoma, B-cell non-Hodgkin, somatic	Ataxia-telangiectasia	3	3	Cancer	Immunological	3
Lymphoma, B-cell non-Hodgkin, somatic	Breast cancer, susceptibility to	3	3	Cancer	Cancer	3
Lymphoma, B-cell non-Hodgkin, somatic	Lymphoma, mantle cell	3	3	Cancer	Cancer	3
Lymphoma, B-cell non-Hodgkin, somatic	T-cell prolymphocytic leukemia, sporadic	3	3	Cancer	Cancer	3
Lymphoma, follicular	Colon cancer	1	1	Cancer	Cancer	1
Lymphoma, follicular	Germ cell tumor	1	1	Cancer	Cancer	1
Lymphoma, follicular	Lymphoma, MALT	1	1	Cancer	Cancer	1
Lymphoma, follicular	Mesothelioma	1	1	Cancer	Cancer	1
Lymphoma, follicular	Sezary syndrome	1	1	Cancer	Cancer	1
Lymphoma, MALT	Colon cancer	1	1	Cancer	Cancer	1
Lymphoma, MALT	Germ cell tumor	1	1	Cancer	Cancer	1
Lymphoma, MALT	Lymphoma, follicular	1	1	Cancer	Cancer	1
Lymphoma, MALT	Mesothelioma	1	1	Cancer	Cancer	1
Lymphoma, MALT	Sezary syndrome	1	1	Cancer	Cancer	1
Lymphoma, mantle cell	Ataxia-telangiectasia	3	3	Cancer	Immunological	3
Lymphoma, mantle cell	Breast cancer, susceptibility to	3	3	Cancer	Cancer	3
Lymphoma, mantle cell	Lymphoma, B-cell non-Hodgkin, somatic	3	3	Cancer	Cancer	3
Lymphoma, mantle cell	T-cell prolymphocytic leukemia, sporadic	3	3	Cancer	Cancer	3
Lymphoma, non-Hodgkin	Colon adenocarcinoma	1	1	Cancer	Cancer	1
Lymphoma, non-Hodgkin	Breast cancer, invasive intraductal	3	3	Cancer	Cancer	3
Lymphoma, non-Hodgkin	Colon adenocarcinoma	3	3	Cancer	Cancer	3
Lymphoma, progression of	Lupus nephritis, susceptibility to	2	3	Cancer	Connective tissue	1
Lymphoma, somatic	Prostate cancer, somatic	2	2	Cancer	Cancer	2
Lymphoma, T-cell	Cafe-au-lait spots, multiple, with leukemia	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Colorectal cancer, hereditary nonpolyposis, type 1	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Glioblastoma, early-onset	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Lynch cancer family syndrome II	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Muir-Torre syndrome	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4
Lymphoma, T-cell	Ovarian cancer	4	4	Cancer	Cancer	4
Lymphoproliferative syndrome, X-linked	Diabetes mellitus, insulin-dependent, susceptibility to	5	4	Cancer	Endocrine	1
Lymphoproliferative syndrome, X-linked	Rheumatoid arthritis, susceptibility to	5	4	Cancer	Connective tissue	1
Lymphoproliferative syndrome, X-linked	Systemic lupus erythematosus, susceptibility to	5	4	Cancer	Immunological	1
Lynch cancer family syndrome II	Cafe-au-lait spots, multiple, with leukemia	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Colorectal cancer, hereditary nonpolyposis, type 1	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Glioblastoma, early-onset	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Lymphoma, T-cell	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Muir-Torre syndrome	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Neurofibromatosis, type I, with leukemia	4	4	Cancer	Cancer	4
Lynch cancer family syndrome II	Ovarian cancer	4	4	Cancer	Cancer	4
Macrocytic anemia, refractory, of 5q- syndrome	Gastric cancer	2	2	Hematological	Cancer	2
Macrocytic anemia, refractory, of 5q- syndrome	Myelodysplastic syndrome, preleukemic	2	2	Hematological	Muscular	2
Macrocytic anemia, refractory, of 5q- syndrome	Myelogenous leukemia, acute	2	2	Hematological	Cancer	2
Macrocytic anemia, refractory, of 5q- syndrome	Nonsmall cell lung cancer	2	2	Hematological	Cancer	2
Macrothrombocytopenia	Dyserythropoietic anemia with thrombocytopenia	4	4	Hematological	Hematological	4
Macrothrombocytopenia	Fibromatosis, gingival	4	4	Hematological	Connective tissue	1
Macrothrombocytopenia	Leukemia, megakaryoblastic, of Down syndrome	4	4	Hematological	Cancer	4
Macrothrombocytopenia	Leukemia, megakaryoblastic, with or without Down syndrome	4	4	Hematological	Cancer	4
Macular degeneration, age-related, 1	Factor H and factor H-like 1	3	3	Ophthamological	Hematological	3
Macular degeneration, age-related, 1	Hemolytic-uremic syndrome	3	3	Ophthamological	Hematological	3
Macular degeneration, age-related, 1	Nephropathy, chronic hypocomplementemic	3	3	Ophthamological	Renal	3
Macular degeneration, age-related, 3	Cutis laxa, autosomal dominant	2	2	Ophthamological	Connective tissue	2
Macular degeneration, age-related, 3	Cutis laxa, autosomal recessive	2	2	Ophthamological	Connective tissue	2
Macular degeneration, juvenile	Achromatopsia-3	2	2	Ophthamological	Ophthamological	2
Macular degeneration, X-linked atrophic	Cone dystrophy-1	5	5	Ophthamological	Ophthamological	5
Macular degeneration, X-linked atrophic	Cone-rod dystrophy	5	5	Ophthamological	Ophthamological	5
Macular degeneration, X-linked atrophic	Cone-rod retinal dystrophy-2	5	3	Ophthamological	Ophthamological	1
Macular degeneration, X-linked atrophic	Leber congenital amaurosis	5	3	Ophthamological	Ophthamological	1
Macular degeneration, X-linked atrophic	Retinitis pigmentosa-3	5	5	Ophthamological	Ophthamological	5
Macular degeneration, X-linked atrophic	Retinitis pigmentosa, late-onset dominant	5	3	Ophthamological	Ophthamological	1
Macular degeneration, X-linked atrophic	Retinitis pigmentosa, X-linked with deafness and sinorespiratory infections	5	5	Ophthamological	Ophthamological	5
Macular degeneration, X-linked atrophic	Retinitis pigmentosa, X-linked, with recurrent respiratory infections	5	5	Ophthamological	Ophthamological	5
Macular dystrophy	Butterfly dystrophy, retinal	6	6	Ophthamological	Ophthamological	6
Macular dystrophy	Foveomacular dystrophy, adult-onset, with choroidal neovascularization	6	6	Ophthamological	Ophthamological	6
Macular dystrophy	Macular dystrophy, vitelliform	6	6	Ophthamological	Ophthamological	6
Macular dystrophy	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6
Macular dystrophy	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6
Macular dystrophy	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, age-related, 2	Cone-rod dystrophy 3	5	5	Ophthamological	Ophthamological	5
Macular dystrophy, age-related, 2	Fundus flavimaculatus	5	5	Ophthamological	Ophthamological	5
Macular dystrophy, age-related, 2	Retinitis pigmentosa-19	5	5	Ophthamological	Ophthamological	5
Macular dystrophy, age-related, 2	Stargardt disease-1	5	5	Ophthamological	Ophthamological	5
Macular dystrophy, autosomal dominant, chromosome 6-linked	Stargardt disease 3	4	4	Ophthamological	Ophthamological	4
Macular dystrophy, vitelliform	Butterfly dystrophy, retinal	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform	Foveomacular dystrophy, adult-onset, with choroidal neovascularization	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform	Macular dystrophy	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform	Retinitis pigmentosa-7	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform	Retinitis pigmentosa, digenic	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform	Retinitis punctata albescens	6	6	Ophthamological	Ophthamological	6
Macular dystrophy, vitelliform type	Maculopathy, bull's-eye	1	1	Ophthamological	Ophthamological	1
Macular dystrophy, vitelliform type	Vitelliform macular dystrophy, adult-onset	1	1	Ophthamological	Ophthamological	1
Maculopathy, bull's-eye	Macular dystrophy, vitelliform type	1	1	Ophthamological	Ophthamological	1
Maculopathy, bull's-eye	Vitelliform macular dystrophy, adult-onset	1	1	Ophthamological	Ophthamological	1
Malaria, cerebral, reduced risk of	Malaria, cerebral, susceptibility to	1	1	Immunological	Immunological	1
Malaria, cerebral, reduced risk of	Platelet glycoprotein IV deficiency	1	1	Immunological	Hematological	1
Malaria, cerebral, susceptibility to	Malaria, cerebral, reduced risk of	1	1	Immunological	Immunological	1
Malaria, cerebral, susceptibility to	Platelet glycoprotein IV deficiency	1	1	Immunological	Hematological	1
Malaria, cerebral, susceptibility to	Asthma, susceptibility to	2	2	Immunological	Respiratory	2
Malaria, cerebral, susceptibility to	Dementia, vascular, susceptibility to	2	2	Immunological	Neurological	2
Malaria, cerebral, susceptibility to	Migraine without aura, susceptibility to	2	2	Immunological	Neurological	2
Malaria, cerebral, susceptibility to	Septic shock, susceptibility to	2	2	Immunological	Immunological	2
Malaria, resistance to	Blood group, Gerbich	3	3	Immunological	Hematological	3
Malignant hyperthermia susceptibility 1	Central core disease	3	3	Neurological	Muscular	3
Malignant hyperthermia susceptibility 5	Hypokalemic periodic paralysis	3	3	Neurological	Renal	3
Malignant hyperthermia susceptibility 5	Thyrotoxic periodic paralysis, susceptibility to	3	3	Neurological	Endocrine	3
Mandibuloacral dysplasia with type B lipodystrophy	Restrictive dermopathy, lethal	4	4	multiple	Dermatological	4
Maple syrup urine disease, type III	Leigh syndrome	3	3	Metabolic	Neurological	3
Maple syrup urine disease, type III	Leukocyte adhesion deficiency	3	4	Metabolic	Immunological	1
Marfan syndrome	Aortic aneurysm, ascending, and dissection	3	3	Connective tissue	Cardiovascular	3
Marfan syndrome	Ectopia lentis, familial	3	3	Connective tissue	Ophthamological	3
Marfan syndrome	MASS syndrome	3	3	Connective tissue	Connective tissue	3
Marfan syndrome	Shprintzen-Goldberg syndrome	3	3	Connective tissue	multiple	3
Marfan syndrome	Weill-Marchesani syndrome, dominant	3	3	Connective tissue	Connective tissue	3
Marfan syndrome	Weill-Marchesani syndrome, recessive	3	2	Connective tissue	Connective tissue	1
Marfan syndrome, atypical	Ehlers-Danlos syndrome, type VIIA2	1	1	Connective tissue	Connective tissue	1
Marfan syndrome, atypical	Osteogenesis imperfecta, 3 clinical forms	1	1	Connective tissue	Bone	1
Marfan syndrome, atypical	Osteoporosis, idiopathic	1	1	Connective tissue	Bone	1
Marshall syndrome	Stickler syndrome, type II	2	2	multiple	multiple	2
MASA syndrome	CRASH syndrome	3	3	multiple	multiple	3
MASA syndrome	Hydrocephalus due to aqueductal stenosis	3	3	multiple	Neurological	3
MASA syndrome	Hydrocephalus with congenital idiopathic intestinal pseudoobstruction	3	3	multiple	Neurological	3
MASA syndrome	Hydrocephalus with Hirschsprung disease and cleft palate	3	3	multiple	Neurological	3
MASS syndrome	Aortic aneurysm, ascending, and dissection	3	3	Connective tissue	Cardiovascular	3
MASS syndrome	Ectopia lentis, familial	3	3	Connective tissue	Ophthamological	3
MASS syndrome	Marfan syndrome	3	3	Connective tissue	Connective tissue	3
MASS syndrome	Shprintzen-Goldberg syndrome	3	3	Connective tissue	multiple	3
MASS syndrome	Weill-Marchesani syndrome, dominant	3	3	Connective tissue	Connective tissue	3
MASS syndrome	Weill-Marchesani syndrome, recessive	3	2	Connective tissue	Connective tissue	1
Mast cell leukemia	Gastrointestinal stromal tumor, somatic	2	2	Cancer	Cancer	2
Mast cell leukemia	Germ cell tumors	2	2	Cancer	Cancer	2
Mast cell leukemia	Leukemia, acute myeloid	2	2	Cancer	Cancer	2
Mast cell leukemia	Mastocytosis with associated hematologic disorder	2	2	Cancer	Immunological	2
Mast cell leukemia	Piebaldism	2	2	Cancer	Dermatological	2
Mastocytosis with associated hematologic disorder	Gastrointestinal stromal tumor, somatic	2	2	Immunological	Cancer	2
Mastocytosis with associated hematologic disorder	Germ cell tumors	2	2	Immunological	Cancer	2
Mastocytosis with associated hematologic disorder	Leukemia, acute myeloid	2	2	Immunological	Cancer	2
Mastocytosis with associated hematologic disorder	Mast cell leukemia	2	2	Immunological	Cancer	2
Mastocytosis with associated hematologic disorder	Piebaldism	2	2	Immunological	Dermatological	2
May-Hegglin anomaly	Deafness, autosomal dominant 17	4	4	Hematological	Ear,Nose,Throat	4
May-Hegglin anomaly	Epstein syndrome	4	4	Hematological	Hematological	4
May-Hegglin anomaly	Fechtner syndrome	4	4	Hematological	multiple	4
May-Hegglin anomaly	Sebastian syndrome	4	4	Hematological	Hematological	4
McCune-Albright syndrome	Acromegaly	7	7	multiple	Endocrine	7
McCune-Albright syndrome	Osseous heteroplasia, progressive	7	7	multiple	Bone	7
McCune-Albright syndrome	Pituitary ACTH secreting adenoma	7	7	multiple	Cancer	7
McCune-Albright syndrome	Pseudohypoparathyroidism, type Ia	7	7	multiple	Endocrine	7
McCune-Albright syndrome	Pseudohypoparathyroidism, type Ib	7	7	multiple	Endocrine	7
McCune-Albright syndrome	Somatotrophinoma	7	7	multiple	Endocrine	7
McKusick-Kaufman syndrome	Bardet-Biedl syndrome 6	5	5	Developmental	multiple	5
McKusick-Kaufman syndrome	Kallmann syndrome	5	3	Developmental	multiple	1
McLeod syndrome	McLeod syndrome with neuroacanthosis	1	1	Hematological	Hematological	1
McLeod syndrome with neuroacanthosis	McLeod syndrome	1	1	Hematological	Hematological	1
Medullary cystic kidney disease 2	Hyperuricemic nephropathy, familial juvenile	5	5	Renal	Renal	5
Medullary thyroid carcinoma	Central hypoventilation syndrome, congenital	2	2	Cancer	Respiratory	2
Medullary thyroid carcinoma	Colonic aganglionosis, total, with small bowel involvement	2	2	Cancer	Gastrointestinal	2
Medullary thyroid carcinoma	Hirschsprung disease	2	2	Cancer	Gastrointestinal	2
Medullary thyroid carcinoma	Multiple endocrine neoplasia IIA	2	2	Cancer	Cancer	2
Medullary thyroid carcinoma	Multiple endocrine neoplasia IIB	2	2	Cancer	Cancer	2
Medullary thyroid carcinoma, familial	Insensitivity to pain, congenital, with anhidrosis	3	3	Cancer	Neurological	3
Medulloblastoma	Basal cell carcinoma, somatic	1	1	Cancer	Cancer	1
Melanoma and neural system tumor syndrome	Li Fraumeni syndrome	5	5	Cancer	Cancer	5
Melanoma and neural system tumor syndrome	Melanoma, cutaneous malignant, 2	5	5	Cancer	Cancer	5
Melanoma and neural system tumor syndrome	Orolaryngeal cancer, multiple,	5	5	Cancer	Cancer	5
Melanoma and neural system tumor syndrome	Pancreatic cancer/melanoma syndrome	5	5	Cancer	Cancer	5
Melanoma, cutaneous malignant, 2	Li Fraumeni syndrome	5	5	Cancer	Cancer	5
Melanoma, cutaneous malignant, 2	Melanoma and neural system tumor syndrome	5	5	Cancer	Cancer	5
Melanoma, cutaneous malignant, 2	Orolaryngeal cancer, multiple,	5	5	Cancer	Cancer	5
Melanoma, cutaneous malignant, 2	Pancreatic cancer/melanoma syndrome	5	5	Cancer	Cancer	5
Melanoma, cutaneous malignant, susceptibility to	Breast cancer, susceptibility to	1	1	Cancer	Cancer	1
Melanoma, malignant sporadic	Pancreatic cancer, sporadic	3	3	Cancer	Cancer	3
Melanoma, malignant sporadic	Peutz-Jeghers syndrome	3	3	Cancer	Cancer	3
Melanoma, melignant, somatic	Adenocarcinoma of lung, somatic	1	1	Cancer	Cancer	1
Melanoma, melignant, somatic	Colorectal cancer, somatic	1	1	Cancer	Cancer	1
Melanoma, melignant, somatic	Nonsmall cell lung cancer, somatic	1	1	Cancer	Cancer	1
Melnick-Needles syndrome	Blood group, Ss	8	3	Skeletal	Hematological	1
Melnick-Needles syndrome	Frontometaphyseal dysplasia	8	8	Skeletal	Skeletal	8
Melnick-Needles syndrome	Heterotopia, periventricular	8	8	Skeletal	Neurological	8
Melnick-Needles syndrome	Heterotopia, periventricular, ED variant	8	8	Skeletal	Neurological	8
Melnick-Needles syndrome	Heterotopia, periventricular nodular, with frontometaphyseal dysplasia	8	8	Skeletal	Neurological	8
Melnick-Needles syndrome	Otopalatodigital syndrome, type I	8	8	Skeletal	multiple	8
Melnick-Needles syndrome	Otopalatodigital syndrome, type II	8	8	Skeletal	multiple	8
Melorheostosis with osteopoikilosis	Buschke-Ollendorff syndrome	2	2	Developmental	multiple	2
Melorheostosis with osteopoikilosis	Osteopoikilosis	2	2	Developmental	Bone	2
Memory impairment, susceptibility to	Central hypoventilation syndrome, congenital	1	1	Neurological	Respiratory	1
Memory impairment, susceptibility to	Obsessive-compulsive disorder, protection against	1	1	Neurological	Psychiatric	1
Meniere disease 156000 ()	Deafness, autosomal dominant 9	2	2	Neurological	Ear,Nose,Throat	2
Meningioma	Bannayan-Riley-Ruvalcaba syndrome	2	2	Cancer	Unclassified	2
Meningioma	Bannayan-Zonana syndrome	2	2	Cancer	Unclassified	2
Meningioma	Cowden disease	2	2	Cancer	Cancer	2
Meningioma	Endometrial carcinoma	2	2	Cancer	Cancer	2
Meningioma	Lhermitte-Duclos syndrome	2	2	Cancer	Cancer	2
Meningioma	Oligodendroglioma	2	2	Cancer	Cancer	2
Meningioma	Prostate cancer	2	2	Cancer	Cancer	2
Meningioma	Thyroid carcinoma, follicular	2	2	Cancer	Cancer	2
Meningioma	VATER association with hydrocephalus	2	2	Cancer	multiple	2
Meningioma, NF2-related, somatic	Neurofibromatosis, type 2	1	1	Cancer	Cancer	1
Meningioma, NF2-related, somatic	Schwannomatosis	1	1	Cancer	Cancer	1
Meningioma, SIS-related	Dermatofibrosarcoma protuberans	2	2	Cancer	Cancer	2
Meningioma, SIS-related	Giant-cell fibroblastoma	2	2	Cancer	Cancer	2
Meningococcal disease, susceptibility to	Chronic infections, due to opsonin defect	3	3	Immunological	Immunological	3
Menkes disease	Cutis laxa, neonatal	4	4	Neurological	Connective tissue	4
Menkes disease	Occipital horn syndrome	4	4	Neurological	multiple	4
Mental retardation, X-linked	Asperger syndrome	3	3	Neurological	Psychiatric	3
Mental retardation, X-linked	Autism, X-linked	3	3	Neurological	Psychiatric	3
Mental retardation, X-linked	Angelman syndrome	5	5	Neurological	Developmental	5
Mental retardation, X-linked	Autism, X-linked	5	5	Neurological	Psychiatric	5
Mental retardation, X-linked	Mental retardation, X-linked, with progressive spasticity	5	5	Neurological	Neurological	5
Mental retardation, X-linked	PPM-X syndrome	5	5	Neurological	Neurological	5
Mental retardation, X-linked	Rett syndrome	5	5	Neurological	Neurological	5
Mental retardation, X-linked	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5
Mental retardation, X-linked 36	Infantile spasm syndrome	6	6	Neurological	Neurological	6
Mental retardation, X-linked 36	Lissencephaly, X-linked with ambiguous genitalia	6	6	Neurological	Neurological	6
Mental retardation, X-linked 36	Mental retardation, X-linked 54	6	6	Neurological	Neurological	6
Mental retardation, X-linked 36	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6
Mental retardation, X-linked 36	Partington syndrome	6	6	Neurological	Neurological	6
Mental retardation, X-linked 36	Proud syndrome	6	6	Neurological	multiple	6
Mental retardation, X-linked	Creatine deficiency syndrome, X-linked	2	2	Neurological	Neurological	2
Mental retardation, X-linked	Mental retardation, X-linked, with seizures and carrier manifestations	2	2	Neurological	Neurological	2
Mental retardation, X-linked-44	Mental retardation, X-linked-9	5	5	Neurological	Neurological	5
Mental retardation, X-linked 54	Infantile spasm syndrome	6	6	Neurological	Neurological	6
Mental retardation, X-linked 54	Lissencephaly, X-linked with ambiguous genitalia	6	6	Neurological	Neurological	6
Mental retardation, X-linked 54	Mental retardation, X-linked 36	6	6	Neurological	Neurological	6
Mental retardation, X-linked 54	Myoclonic epilepsy with mental retardation and spasticity	6	6	Neurological	Neurological	6
Mental retardation, X-linked 54	Partington syndrome	6	6	Neurological	Neurological	6
Mental retardation, X-linked 54	Proud syndrome	6	6	Neurological	multiple	6
Mental retardation, X-linked-9	Mental retardation, X-linked-44	5	5	Neurological	Neurological	5
Mental retardation, X-linked nonspecific, type 19	Coffin-Lowry syndrome	3	3	Neurological	multiple	3
Mental retardation, X-linked nonsyndromic	Aarskog-Scott syndrome	3	3	Neurological	multiple	3
Mental retardation, X-linked, with isolated growth hormone deficiency	Infundibular hypoplasia and hypopituitarism	2	2	Neurological	Endocrine	2
Mental retardation, X-linked, with progressive spasticity	Angelman syndrome	5	5	Neurological	Developmental	5
Mental retardation, X-linked, with progressive spasticity	Autism, X-linked	5	5	Neurological	Psychiatric	5
Mental retardation, X-linked, with progressive spasticity	Mental retardation, X-linked	5	5	Neurological	Neurological	5
Mental retardation, X-linked, with progressive spasticity	PPM-X syndrome	5	5	Neurological	Neurological	5
Mental retardation, X-linked, with progressive spasticity	Rett syndrome	5	5	Neurological	Neurological	5
Mental retardation, X-linked, with progressive spasticity	Rett syndrome, preserved speech variant	5	5	Neurological	Neurological	5
Mental retardation, X-linked, with seizures and carrier manifestations	Creatine deficiency syndrome, X-linked	2	2	Neurological	Neurological	2
Mental retardation, X-linked, with seizures and carrier manifestations	Mental retardation, X-linked	2	2	Neurological	Neurological	2
Mephenytoin poor metabolizer	Opremazole poor metabolizer	2	2	Metabolic	Metabolic	2
Mephenytoin poor metabolizer	Proguanil poor metabolizer	2	2	Metabolic	Metabolic	2
Merkel cell carcinoma, somatic	Carcinoid tumors, intestinal	2	2	Cancer	Cancer	2
Merkel cell carcinoma, somatic	Paragangliomas, familial central nervous system	2	2	Cancer	Cancer	2
Merkel cell carcinoma, somatic	Paragangliomas, familial nonchromaffin, 1, with and without deafness	2	2	Cancer	Cancer	2
Merkel cell carcinoma, somatic	Paraganglioma, sporadic corotid body	2	2	Cancer	Cancer	2
Merkel cell carcinoma, somatic	Pheochromocytoma	2	2	Cancer	Cancer	2
Mesangial sclerosis, isolated diffuse	Denys-Drash syndrome	1	1	Renal	Renal	1
Mesangial sclerosis, isolated diffuse	Frasier syndrome	1	1	Renal	multiple	1
Mesangial sclerosis, isolated diffuse	WAGR syndrome	1	1	Renal	multiple	1
Mesangial sclerosis, isolated diffuse	Wilms tumor, type 1	1	1	Renal	Cancer	1
Mesothelioma	Colon cancer	1	1	Cancer	Cancer	1
Mesothelioma	Germ cell tumor	1	1	Cancer	Cancer	1
Mesothelioma	Lymphoma, follicular	1	1	Cancer	Cancer	1
Mesothelioma	Lymphoma, MALT	1	1	Cancer	Cancer	1
Mesothelioma	Sezary syndrome	1	1	Cancer	Cancer	1
Metachromatic leukodystrophy due to deficiency of SAP-1	Combined SAP deficiency	2	2	Neurological	Metabolic	2
Metachromatic leukodystrophy due to deficiency of SAP-1	Gaucher disease, variant form	2	2	Neurological	Metabolic	2
Metaphyseal chondrodysplasia, Murk Jansen type	Enchondromatosis, Ollier type	2	2	Connective tissue	Cancer	2
Metaphyseal chondrodysplasia, Schmid type	Spondylometaphyseal dysplasia, Japanese type	1	1	Connective tissue	Skeletal	1
Metaphyseal dysplasia without hypotrichosis	Cartilage-hair hypoplasia	3	3	Connective tissue	Skeletal	3
Methemoglobinemias, alpha-	Erythremias, alpha-	1	1	Hematological	Hematological	1
Methemoglobinemias, alpha-	Heinz body anemias, alpha-	1	1	Hematological	Hematological	1
Methemoglobinemias, alpha-	Thalassemias, alpha-	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	Erythremias, beta-	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	Heinz body anemias, beta-	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	HPFH, deletion type	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	Sickle cell anemia	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	Thalassemia-beta, dominant inclusion-body	1	1	Hematological	Hematological	1
Methemoglobinemias, beta-	Thalassemias, beta-	1	1	Hematological	Hematological	1
Methemoglobinemia, type I	Methemoglobinemia, type II	1	1	Hematological	Hematological	1
Methemoglobinemia, type II	Methemoglobinemia, type I	1	1	Hematological	Hematological	1
Methionine adenosyltransferase deficiency, autosomal recessive	Hypermethioninemia, persistent, autosomal dominant, due to methionine adenosyltransferase I/III deficiency	3	3	Metabolic	Metabolic	3
Methylcobalamin deficiency, cblG type	Down syndrome, risk of	1	1	Metabolic	multiple	1
Methylcobalamin deficiency, cblG type	Spina bifida, risk of, 601634	1	1	Metabolic	Developmental	1
Mevalonicaciduria	Hyper-IgD syndrome	2	2	Metabolic	Immunological	2
Microcephaly, autosomal recessive 1	Premature chromosome condensation with microcephaly and mental retardation	1	1	Neurological	Neurological	1
Micropenis	Hypogonadotropic hypogonadism	1	1	Renal	Endocrine	1
Micropenis	Leydig cell adenoma, with precocious puberty	1	1	Renal	Cancer	1
Micropenis	Precocious puberty, male	1	1	Renal	Developmental	1
Micropenis	Pseudohermaphroditism, male, with Leydig cell hypoplasia	1	1	Renal	Developmental	1
Microphthalmia with associated anomalies 2	Oculofaciocardiodental syndrome	4	4	Ophthamological	multiple	4
Migraine, familial hemiplegic, 2	Alternating hemiplegia of childhood	3	3	Neurological	Neurological	3
Migraine, susceptibility to	Estrogen resistance	2	2	Neurological	Endocrine	2
Migraine, susceptibility to	HDL response to hormone replacement, augmented	2	2	Neurological	Metabolic	2
Migraine without aura, susceptibility to	Asthma, susceptibility to	2	2	Neurological	Respiratory	2
Migraine without aura, susceptibility to	Dementia, vascular, susceptibility to	2	2	Neurological	Neurological	2
Migraine without aura, susceptibility to	Malaria, cerebral, susceptibility to	2	2	Neurological	Immunological	2
Migraine without aura, susceptibility to	Septic shock, susceptibility to	2	2	Neurological	Immunological	2
Mitochondrial complex I deficiency	Leigh syndrome	2	2	multiple	Neurological	2
Mitochondrial complex I deficiency	Alexander disease	2	2	multiple	multiple	2
Mitochondrial complex I deficiency	Leigh syndrome	2	2	multiple	Neurological	2
Mitochondrial complex III deficiency	GRACILE syndrome	3	3	multiple	Metabolic	3
Mitochondrial complex III deficiency	Leigh syndrome	3	3	multiple	Neurological	3
Mitochondrial respiratory chain complex II deficiency	Leigh syndrome	3	3	multiple	Neurological	3
Miyoshi myopathy	Muscular dystrophy, limb-girdle, type 2B	2	2	Muscular	Muscular	2
Miyoshi myopathy	Myopathy, distal, with anterior tibial onset	2	2	Muscular	Muscular	2
MODY5 with nephron agenesis	Diabetes mellitus, noninsulin-dependent	2	2	Endocrine	Endocrine	2
MODY5 with nephron agenesis	Glomerulocystic kidney disease, hypoplastic	2	2	Endocrine	Renal	2
MODY5 with nephron agenesis	MODY5 with non-diabetic renal disease and Mullerian aplasia	2	2	Endocrine	Endocrine	2
MODY5 with nephron agenesis	MODY, type V	2	2	Endocrine	Endocrine	2
MODY5 with non-diabetic renal disease and Mullerian aplasia	Diabetes mellitus, noninsulin-dependent	2	2	Endocrine	Endocrine	2
MODY5 with non-diabetic renal disease and Mullerian aplasia	Glomerulocystic kidney disease, hypoplastic	2	2	Endocrine	Renal	2
MODY5 with non-diabetic renal disease and Mullerian aplasia	MODY5 with nephron agenesis	2	2	Endocrine	Endocrine	2
MODY5 with non-diabetic renal disease and Mullerian aplasia	MODY, type V	2	2	Endocrine	Endocrine	2
MODY, one form	Hyperproinsulinemia, familial	1	1	Endocrine	Endocrine	1
MODY, type I	Diabetes mellitus, noninsulin-dependent	3	3	Endocrine	Endocrine	3
MODY, type II	Diabetes mellitus, neonatal-onset	1	1	Endocrine	Endocrine	1
MODY, type II	Hyperinsulinism, familial	1	1	Endocrine	Metabolic	1
